"","Region","Life_expectancy","Adult_mortality","Hepatitis_B","Incidents_HIV","GDP_per_capita","Economy_status_Developed"
"2014","Asia",64.7,256.5495,98,0.02,1952,0
"2015","Central America and Caribbean",70.4,187.6595,94,0.4,14556,0
"2016","Rest of Europe",70.1,228.0705,97,0.08,9476,0
"2017","Africa",54.8,294.591,89,0.46,540,0
"2018","European Union",79.4,58.798,86,0.08,18522,1
"2019","Middle East",73.6,120.8415,92,0.08,8451,0
"2020","European Union",71.7,210.133,95,0.12,6899,1
"2021","Africa",72.6,155.438,99,1.05,7286,0
"2022","Africa",74.4,144.3615,97,0.7,9260,0
"2023","European Union",80.9,62.5915,60,0.08,49145,1
"2024","Africa",59.5,271.363,71,0.02,1190,0
"2025","Asia",72.7,104.0095,79,0.1,3062,0
"2026","Africa",73.3,149.406,98,0.97,8124,0
"2027","Asia",76.1,111.2825,99,0.01,3694,0
"2028","Asia",69.3,146.13,52,0.17,3501,0
"2029","Africa",70.9,144.2975,92,0.05,10747,0
"2030","Africa",71.2,132.5345,90,0.25,3091,0
"2031","European Union",78.2,92.724,88,0.04,53936,1
"2032","Rest of Europe",74.8,86.2855,97,0.02,2381,0
"2033","Asia",64.1,230.952,96,0.08,2345,0
"2034","Central America and Caribbean",68.7,200.3665,87,0.37,3240,0
"2035","Africa",51.6,499.055,83,7.81,3875,0
"2036","Asia",60.5,256.0445,50,0.15,1061,0
"2037","South America",78.6,96.76,94,0.17,11200,0
"2038","Rest of Europe",75.9,82.1105,99,0.03,3298,0
"2039","South America",72.1,160.565,50,0.4,4842,0
"2040","Middle East",72.4,128.5785,85,0.08,7739,0
"2041","Rest of Europe",78.7,80.819,88,0.08,42337,1
"2042","Middle East",74.9,60.4675,99,0.13,32136,0
"2043","Africa",51.6,488.1705,84,4.06,1132,0
"2044","Asia",71.7,109.9355,65,0.1,2360,0
"2045","Asia",78.3,76.5795,95,0.15,33598,0
"2046","Africa",53,375.404,76,3.5,502,0
"2047","South America",74.7,130.5225,91,0.13,5461,0
"2048","Africa",49.8,393.0275,17,0.77,654,0
"2049","Oceania",66.8,194.092,99,0.1,4627,0
"2050","South America",77.4,102.465,94,0.14,9748,0
"2051","Oceania",71,163.8705,99,0.17,2195,0
"2052","Africa",53.3,333.2235,46,3.27,4454,0
"2053","Central America and Caribbean",75.9,124.8655,92,0.4,7815,0
"2054","Central America and Caribbean",73.6,172.154,90,0.4,8896,0
"2055","Africa",55.9,360.726,83,2.99,745,0
"2056","Central America and Caribbean",71.1,181.3355,92,0.09,3570,0
"2057","Middle East",76.7,71.693,96,0.13,33997,0
"2058","Africa",48.1,410.124,27,1.11,465,0
"2059","Africa",56,434.1365,73,12.36,4930,0
"2060","South America",67.9,211.342,84,0.99,6387,0
"2061","Oceania",66.7,196.8,99,0.09,4524,0
"2062","Asia",74.1,86.81,98,0.17,8110,0
"2063","Asia",60.5,254.9705,63,0.02,473,0
"2064","Middle East",79.4,76.0075,96,0.08,28107,1
"2065","Africa",62.9,223.3005,88,0.26,1143,0
"2066","Middle East",69.7,164.663,62,0.13,4628,0
"2067","Africa",71.6,131.915,81,0.01,3298,0
"2068","Asia",68.8,215.3515,46,0.01,1831,0
"2069","Middle East",69.4,166.4095,66,0.13,4794,0
"2070","Middle East",70.6,189.3795,43,0.13,1347,0
"2071","Africa",48.9,436.473,76,3.5,295,0
"2072","Asia",70.2,177.8395,97,0.13,1081,0
"2073","Asia",70.6,205.077,99,0.13,10264,0
"2074","Africa",45.6,505.4205,45,2.47,479,0
"2075","Africa",46.7,484.5165,42,2.02,514,0
"2076","South America",65.8,227.6695,91,0.94,3994,0
"2077","Oceania",63.5,225.4075,67,0.41,2679,0
"2078","European Union",73.5,143.7705,98,0.04,7626,1
"2079","Middle East",79.6,72.394,98,0.08,27311,1
"2080","Asia",69.6,191.338,96,0.14,1011,0
"2081","Asia",82.7,50.9615,96,0.07,55647,0
"2082","Asia",70.7,143.1235,99,0.14,2614,0
"2083","Africa",53.9,422.591,93,4.66,346,0
"2084","North America",80.3,73.8445,14,0.1,39776,1
"2085","Middle East",69.1,168.1555,61,0.13,4631,0
"2086","European Union",78.1,99.147,94,0.19,19224,1
"2087","Asia",64.9,204.132,60,0.14,1015,0
"2088","Asia",68.4,167.6235,90,0.17,791,0
"2089","Rest of Europe",81.3,64.761,88,0.04,72195,1
"2090","Oceania",66.2,212.551,99,0.04,4559,0
"2091","Africa",55,438.6405,93,9.57,5612,0
"2092","Middle East",74.4,95.385,99,0.07,5576,0
"2093","Africa",56,284.7375,73,0.93,940,0
"2094","Asia",70.6,197.392,95,0.66,3518,0
"2095","Central America and Caribbean",72.3,160.6245,94,0.14,2063,0
"2096","European Union",81.1,62.859,88,0.05,44243,1
"2097","North America",81.4,67.7935,70,0.1,42037,1
"2098","Africa",56.4,287.64,72,0.58,390,0
"2099","European Union",73.2,176.0225,88,0.08,11797,1
"2100","Oceania",67.6,176.813,68,0.17,2679,0
"2101","Asia",62.3,237.2425,46,0.17,561,0
"2102","North America",78.5,104.5215,92,0.13,52963,1
"2103","Africa",49.5,468.8655,48,3.2,1679,0
"2104","Central America and Caribbean",76.1,134.3515,98,0.2,13803,0
"2105","Asia",65.4,170.133,75,0.01,654,0
"2106","Middle East",68.2,183.7195,66,0.13,3860,0
"2107","Oceania",66,217.6345,99,0.03,4301,0
"2108","Africa",59.9,264.3325,77,0.02,1177,0
"2109","North America",75.1,117.679,93,0.16,8879,0
"2110","Asia",67.9,185.611,99,0.05,1390,0
"2111","South America",72.2,146.326,65,0.19,3529,0
"2112","Asia",64.7,175.0925,65,0.13,1239,0
"2113","Rest of Europe",70.5,175.9835,79,0.07,2330,0
"2114","Asia",63.1,212.388,91,0.36,826,0
"2115","Africa",55.7,285.318,73,0.98,926,0
"2116","Rest of Europe",81.5,58.3265,88,0.04,53646,1
"2117","European Union",72.1,205.7495,95,0.05,8276,1
"2118","Middle East",75.8,81.8615,98,0.04,5201,0
"2119","Oceania",71.7,129.0575,57,0.17,4083,0
"2120","European Union",77.5,113.669,96,0.08,12578,1
"2121","Central America and Caribbean",72.8,148.2515,94,0.4,8077,0
"2122","Rest of Europe",70.1,186.748,96,0.41,2388,0
"2123","Oceania",81.9,62.175,92,0.05,54108,1
"2124","Asia",70.5,177.417,78,0.17,3217,0
"2125","Middle East",79.5,76.0535,98,0.08,27493,1
"2126","Middle East",74.6,108.355,99,0.05,19941,0
"2127","European Union",82.5,52.9595,93,0.06,30242,1
"2128","Central America and Caribbean",78.6,89.2395,99,0.16,7694,0
"2129","Africa",44.1,558.8015,91,13.42,948,0
"2130","Africa",59.2,305.7035,75,2.26,7301,0
"2131","Asia",68,222.2305,97,0.1,821,0
"2132","Africa",54.8,287.6995,71,0.56,717,0
"2133","Africa",58.2,250.9235,87,0.67,1086,0
"2134","Asia",67,190.6065,88,0.13,940,0
"2135","Africa",72.1,133.9065,98,0.09,13025,0
"2136","Asia",62,178.7895,52,0.01,434,0
"2137","Asia",64.8,212.1825,78,0.17,1687,0
"2138","Asia",82.6,64.0215,83,0.17,33558,1
"2139","Africa",58.1,291.222,85,0.97,501,0
"2140","Rest of Europe",75,85.3885,99,0.02,2522,0
"2141","Africa",70.6,137.01,95,0.3,2569,0
"2142","Africa",59.1,302.3265,96,0.34,325,0
"2143","Africa",50.8,356.206,87,1.23,311,0
"2144","Africa",73.2,155.754,99,3.5,12336,0
"2145","Africa",64.1,228.7625,92,1.36,1430,0
"2146","South America",75.8,124.07,90,0.13,6229,0
"2147","Middle East",68.8,172.0465,77,0.13,4218,0
"2148","Oceania",69.9,131.2085,64,0.17,2696,0
"2149","Africa",55.1,334.523,46,4.23,16439,0
"2150","Asia",66.8,169.5265,50,0.12,1481,0
"2151","Rest of Europe",70.6,178.319,84,0.08,2564,0
"2152","European Union",78.9,89.671,64,0.08,37761,1
"2153","Central America and Caribbean",75.5,141.2655,98,0.1,17771,0
"2154","Africa",61.6,297.051,92,0.28,650,0
"2155","Africa",51.4,376.7435,33,0.56,701,0
"2156","Central America and Caribbean",77.6,116.233,80,0.4,13113,0
"2157","Central America and Caribbean",73.6,152.2485,97,0.08,2160,0
"2158","Middle East",65.3,238.1945,76,0.03,2599,0
"2159","Central America and Caribbean",68.3,204.092,87,0.4,3192,0
"2160","Middle East",61.8,249.828,31,0.02,2427,0
"2161","South America",74.1,146.204,92,0.18,4893,0
"2162","European Union",78.9,61.604,93,0.05,27155,1
"2163","Central America and Caribbean",61.7,249.5855,68,0.76,1367,0
"2164","Rest of Europe",76.2,81.5235,98,0.03,3432,0
"2165","Asia",73.8,163.0875,98,0.25,4826,0
"2166","Asia",72.5,174.1335,96,0.33,4604,0
"2167","North America",74.7,127.9115,97,0.15,8703,0
"2168","Africa",52.3,340.636,42,0.13,225,0
"2169","Rest of Europe",75.3,108.5945,90,0.08,3691,0
"2170","Africa",55.3,340.5175,95,2.07,457,0
"2171","Rest of Europe",80.5,70.293,88,0.1,73556,1
"2172","South America",71.7,160.709,92,0.17,3923,0
"2173","Rest of Europe",67.4,236.105,99,0.28,1538,0
"2174","Central America and Caribbean",70.3,184.704,98,1.05,4898,0
"2175","Africa",58.5,331.725,73,2.07,2103,0
"2176","Africa",44.2,531.4845,45,4.38,460,0
"2177","European Union",75.9,112.1435,99,0.08,14978,1
"2178","Asia",68.6,175.654,89,0.1,1163,0
"2179","Asia",74.1,135.885,94,0.24,1557,0
"2180","European Union",73.4,146.314,99,0.01,9222,1
"2181","Rest of Europe",72.1,164.177,92,0.13,3597,0
"2182","European Union",75.6,131.7765,88,0.08,12721,1
"2183","Asia",75.1,90.6615,98,0.1,32925,0
"2184","Africa",48.5,432.5825,84,1.17,520,0
"2185","Africa",55.6,281.847,87,2.03,590,0
"2186","European Union",80.6,74.016,94,0.1,106544,1
"2187","Central America and Caribbean",79.2,88.8035,94,0.19,11090,0
"2188","Rest of Europe",68.7,254.149,98,0.08,8382,0
"2189","Oceania",67.5,160.701,67,0.08,1234,0
"2190","Asia",70.3,202.9915,89,0.07,2740,0
"2191","Africa",61.8,218,74,0.28,1510,0
"2192","European Union",74.2,139.9065,96,0.03,6605,1
"2193","European Union",79.2,79.077,93,0.05,22186,1
"2194","Africa",50.2,318.546,67,1.49,2407,0
"2195","European Union",81.3,62.447,95,0.07,50010,1
"2196","Asia",75,128.8585,97,0.14,2217,0
"2197","Oceania",67,167.636,83,0.17,2923,0
"2198","South America",68.8,212.365,98,0.58,5505,0
"2199","Rest of Europe",81.9,53.441,88,0.05,48194,1
"2200","European Union",82.2,56.2325,96,0.08,32229,1
"2201","Africa",66.9,209.3335,98,0.66,708,0
"2202","Africa",55.1,297.835,70,0.68,381,0
"2203","Africa",43.9,653.918,68,8.78,1091,0
"2204","Asia",64.5,207.188,80,0.16,954,0
"2205","European Union",78.1,92.1215,88,0.04,53687,1
"2206","Middle East",74,74.978,99,0.13,39777,0
"2207","Central America and Caribbean",74.1,149.23,97,0.07,2228,0
"2208","Africa",54.4,319.556,58,3.5,540,0
"2209","Asia",80.8,62.236,97,0.12,44602,0
"2210","Asia",70.2,139.7585,68,0.12,4693,0
"2211","Africa",57.8,276.3855,91,0.28,603,0
"2212","Africa",53.6,332.2065,58,3.5,536,0
"2213","Africa",59.9,295.939,82,2.15,6846,0
"2214","Asia",75.1,125.984,95,0.12,2438,0
"2215","Middle East",74.2,71.642,99,0.13,34800,0
"2216","Central America and Caribbean",72.8,169.9695,92,0.4,18167,0
"2217","Central America and Caribbean",71.7,190.07,92,0.2,3529,0
"2218","Asia",81.2,60.491,96,0.12,43333,0
"2219","Africa",55,384.1585,71,3.44,725,0
"2220","European Union",74.2,156.927,88,0.08,11314,1
"2221","Middle East",74.8,86.748,98,0.05,5302,0
"2222","Rest of Europe",77.3,79.762,99,0.03,3736,0
"2223","Central America and Caribbean",77.9,99.5345,89,0.14,5808,0
"2224","Oceania",60.2,255.71,60,0.61,1814,0
"2225","Central America and Caribbean",73,157.714,99,0.4,8736,0
"2226","South America",72.8,143.0785,78,0.4,16056,0
"2227","Central America and Caribbean",72,182.864,88,0.75,35456,0
"2228","European Union",71.2,176.1925,98,0.05,4853,1
"2229","Asia",60.9,291.8915,98,0.21,1108,0
"2230","South America",72.6,144.121,92,0.19,3671,0
"2231","European Union",77.6,101.813,88,0.03,19239,1
"2232","Central America and Caribbean",73.9,156.232,98,0.1,14070,0
"2233","Asia",62.9,229.513,46,0.17,578,0
"2234","Central America and Caribbean",69.4,193.695,83,0.4,10669,0
"2235","Africa",50.9,411.0745,47,1.12,377,0
"2236","Africa",53.9,398.626,73,3.56,688,0
"2237","Middle East",73,122.173,99,0.05,20702,0
"2238","Rest of Europe",80.6,66.2655,88,0.03,75044,1
"2239","North America",75.3,123.4585,98,0.15,8878,0
"2240","Africa",64.9,206.2,92,0.16,1133,0
"2241","Africa",47.4,527.8865,95,11.57,1097,0
"2242","South America",75.6,118.88,94,0.18,9464,0
"2243","Asia",65.3,169.1665,82,0.13,1239,0
"2244","Rest of Europe",70.6,220.997,97,0.08,9622,0
"2245","Rest of Europe",70.9,203.7885,46,0.26,2460,0
"2246","Africa",52.2,330.7235,58,3.5,770,0
"2247","Oceania",71.9,124.37,58,0.17,4219,0
"2248","European Union",74.5,139.2615,95,0.03,6797,1
"2249","Africa",54.3,413.238,82,1,1637,0
"2250","European Union",79.1,83.927,88,0.04,51173,1
"2251","Central America and Caribbean",71.7,179.4475,90,0.4,17700,0
"2252","Rest of Europe",80.4,71.8885,88,0.1,74138,1
"2253","Africa",53.6,333.336,81,2.66,496,0
"2254","Africa",48.8,323.509,78,0.99,641,0
"2255","South America",75.4,147.6795,88,0.21,5163,0
"2256","Africa",51.2,307.8875,73,0.81,667,0
"2257","Asia",75.3,86.4435,99,0.1,7056,0
"2258","Africa",58.6,325.5425,96,3.69,362,0
"2259","Africa",74.3,108.0665,91,0.02,3856,0
"2260","Africa",53.7,494.388,71,11.87,5203,0
"2261","South America",74,160.261,89,0.21,4257,0
"2262","North America",75.3,122.558,98,0.16,9143,0
"2263","Asia",66.2,194.7545,37,0.11,1162,0
"2264","European Union",73.6,144.053,99,0.01,10178,1
"2265","Africa",61.1,384.094,73,7.97,6285,0
"2266","Africa",71.5,139.5715,96,0.06,11265,0
"2267","Africa",60.7,316.5765,78,2.26,834,0
"2268","Asia",63.1,221.5355,84,0.35,696,0
"2269","Africa",70.2,139.353,91,0.38,2287,0
"2270","Rest of Europe",71.8,143.7555,69,0.08,1422,0
"2271","Rest of Europe",79,78.9785,88,0.03,69106,1
"2272","Rest of Europe",68.2,262.4035,77,0.49,1833,0
"2273","European Union",81.1,69.2825,88,0.01,20454,1
"2274","Africa",61.7,246.675,63,3.5,740,0
"2275","European Union",70.9,211.7,93,0.08,11417,1
"2276","Asia",63.7,213.299,67,0.19,845,0
"2277","Asia",67.3,234.5365,96,0.17,1909,0
"2278","European Union",74.5,121.781,96,0.01,9428,1
"2279","Oceania",82.4,61.7325,93,0.04,56707,1
"2280","Central America and Caribbean",70.8,183.408,99,0.4,5339,0
"2281","Africa",71.3,149.529,93,0.13,3563,0
"2282","Africa",44,603.461,81,9.75,774,0
"2283","Africa",47.4,545.294,81,8.23,879,0
"2284","South America",73.3,157.279,99,0.25,8169,0
"2285","European Union",78.1,93.89,64,0.08,36617,1
"2286","Africa",72.9,153.4275,99,1.04,7508,0
"2287","European Union",72.3,184.567,88,0.08,9829,1
"2288","Rest of Europe",67.7,232.9535,99,0.35,1770,0
"2289","Africa",53,420.1715,85,1.24,1687,0
"2290","European Union",77.8,90.2045,88,0.04,51836,1
"2291","Rest of Europe",73,156.2355,94,0.14,4014,0
"2292","Middle East",74.5,95.5935,92,0.13,58422,0
"2293","Oceania",78.6,85.7,90,0.02,30863,1
"2294","Central America and Caribbean",78.1,112.486,93,0.49,18205,0
"2295","Africa",42.7,604.613,87,16.19,836,0
"2296","Rest of Europe",78.1,85.37,88,0.08,40563,1
"2297","Africa",57.8,293.6475,80,1.48,1105,0
"2298","Asia",63.3,216.3545,67,0.22,797,0
"2299","Rest of Europe",80.7,69.582,88,0.02,43288,1
"2300","Asia",81.4,71.4415,83,0.17,31476,1
"2301","Rest of Europe",70.3,171.3125,48,0.05,1984,0
"2302","Africa",64,234.3685,72,0.25,556,0
"2303","Rest of Europe",73.4,121.482,74,0.08,3169,0
"2304","Africa",74.4,103.28,99,0.03,3494,0
"2305","Rest of Europe",76.2,106.849,90,0.03,5996,0
"2306","Central America and Caribbean",75.3,139.7475,99,0.4,10148,0
"2307","Africa",55.4,306.9055,58,3.5,554,0
"2308","Central America and Caribbean",71.9,173.86,88,0.05,3689,0
"2309","Oceania",66.2,215.093,99,0.04,4339,0
"2310","Africa",48.8,392.374,27,0.95,2013,0
"2311","Africa",59.4,354.013,84,5.38,4421,0
"2312","Africa",51.5,410.158,81,3.58,1144,0
"2313","Oceania",69.1,144.4315,62,0.17,2856,0
"2314","European Union",72.6,180.2155,88,0.08,10797,1
"2315","Africa",51.9,333.165,57,1.22,653,0
"2316","European Union",79.8,54.618,96,0.06,24217,1
"2317","Rest of Europe",74.4,121.234,92,0.08,2848,0
"2318","European Union",80.5,71.6035,94,0.09,110095,1
"2319","Rest of Europe",75.5,106.9245,94,0.08,3910,0
"2320","Oceania",69.6,135.872,64,0.17,2751,0
"2321","Africa",73.2,152.1215,99,3.5,14672,0
"2322","Central America and Caribbean",73.1,158.589,95,0.34,31699,0
"2323","Central America and Caribbean",69.7,191.866,86,0.4,11074,0
"2324","South America",71.2,170.129,89,0.47,9168,0
"2325","European Union",82.3,54.393,94,0.1,105462,1
"2326","Africa",62.2,239.043,83,0.02,1228,0
"2327","Rest of Europe",65,323.8525,94,0.08,6370,0
"2328","European Union",79.3,95.089,88,0.08,46213,1
"2329","European Union",79,86.146,97,0.16,19670,1
"2330","Middle East",72.6,122.7175,95,0.13,4341,0
"2331","Asia",68.4,247.1405,99,0.11,8488,0
"2332","Africa",57,327.5505,53,4.04,12927,0
"2333","European Union",73.9,179.772,93,0.09,12679,1
"2334","Africa",60.2,270,98,1.08,685,0
"2335","Rest of Europe",81.8,56.594,88,0.05,49527,1
"2336","Central America and Caribbean",76.2,132.9015,99,0.2,13554,0
"2337","Africa",71.1,151.4815,94,0.13,3490,0
"2338","North America",78,107.758,94,0.13,53854,1
"2339","Africa",72.1,134.7895,97,0.08,7590,0
"2340","European Union",74.4,135.6795,96,0.04,8005,1
"2341","Middle East",77.9,71.4135,81,0.03,7961,0
"2342","Africa",56.6,359.3415,71,2.15,2269,0
"2343","European Union",80.5,65.34,60,0.08,45990,1
"2344","Africa",57.3,267.262,70,0.08,443,0
"2345","Central America and Caribbean",72.2,163.375,98,0.12,1630,0
"2346","European Union",76.6,102.388,88,0.04,49242,1
"2347","Africa",58.2,286.594,80,1.39,1139,0
"2348","Africa",72.1,133.113,98,0.08,13386,0
"2349","Oceania",60.9,249.406,75,0.04,980,0
"2350","Middle East",80.5,65.745,99,0.08,31208,1
"2351","South America",75.3,127.208,88,0.12,6030,0
"2352","Central America and Caribbean",70.7,186.471,95,0.4,15383,0
"2353","Asia",75.9,76.243,97,0.17,8522,0
"2354","Central America and Caribbean",72.2,184.7965,93,0.19,3636,0
"2355","Africa",49.1,508.1255,99,5.99,295,0
"2356","European Union",76.9,99.934,88,0.04,49542,1
"2357","North America",78.7,107.377,92,0.12,56763,1
"2358","Rest of Europe",76.6,80.9365,99,0.03,3577,0
"2359","Asia",66.1,277.9125,99,0.06,6581,0
"2360","Africa",57.9,313.1795,96,0.45,316,0
"2361","Africa",54.2,278.9915,72,0.22,420,0
"2362","European Union",74.1,165.1905,92,0.28,13163,1
"2363","Asia",76.3,75.29,96,0.17,8893,0
"2364","South America",73.1,149.2525,84,0.4,11765,0
"2365","European Union",72.8,122.7795,96,0.01,8806,1
"2366","Rest of Europe",80.4,74.2785,88,0.08,42488,1
"2367","South America",75.3,124.1055,94,0.14,13551,0
"2368","South America",76.1,117.1895,94,0.13,13789,0
"2369","South America",77.6,101.273,94,0.15,10210,0
"2370","Africa",62,216,74,0.24,1462,0
"2371","European Union",79.3,87.8075,95,0.08,105614,1
"2372","Asia",68.9,185.497,82,0.21,2595,0
"2373","Africa",55.4,498.352,76,10.58,6171,0
"2374","Middle East",74.3,117.639,82,0.13,1486,0
"2375","North America",77.7,111.0235,93,0.13,53738,1
"2376","Africa",63.6,250.7575,79,1.37,7305,0
"2377","Middle East",71.3,174.2775,66,0.13,1773,0
"2378","Africa",52.2,446.0665,83,11.85,3125,0
"2379","Asia",70.4,208.003,99,0.13,2753,0
"2380","Africa",59.5,257.1655,67,0.07,470,0
"2381","Asia",70.2,130.99,96,0.17,6982,0
"2382","Middle East",74.1,118.495,94,0.08,7942,0
"2383","Asia",66,207.4435,96,0.08,3795,0
"2384","Africa",46.5,447.5425,63,1.32,501,0
"2385","Oceania",66.5,171.007,88,0.17,3085,0
"2386","Africa",55.1,377.871,90,3.27,717,0
"2387","Asia",71.1,195.0225,95,0.53,3795,0
"2388","Africa",75.2,97.086,98,0.04,3836,0
"2389","Oceania",68.2,152.246,77,0.1,1321,0
"2390","Middle East",69.8,181.864,47,0.13,973,0
"2391","Asia",69.9,141.3945,94,0.01,973,0
"2392","Oceania",79.5,78.037,88,0.03,34310,1
"2393","European Union",82.3,54.481,67,0.08,49855,1
"2394","Africa",53.3,385.253,52,0.95,272,0
"2395","Africa",46.1,570.632,84,7.52,279,0
"2396","European Union",80.4,51.6435,97,0.06,23408,1
"2397","Central America and Caribbean",74.1,154.5105,99,0.79,5138,0
"2398","Middle East",74,111.057,98,0.13,4221,0
"2399","Rest of Europe",69.9,171.5205,55,0.02,1567,0
"2400","North America",75.2,120.3315,97,0.16,9181,0
"2401","Asia",65,218.8545,99,0.08,2787,0
"2402","European Union",79.1,60.207,93,0.05,27447,1
"2403","European Union",77.7,99.6,60,0.08,35675,1
"2404","Africa",48.3,507.0355,57,4.31,555,0
"2405","Africa",72.1,125.149,96,0.26,3043,0
"2406","Africa",75.2,73.374,99,0.04,2755,0
"2407","Africa",54.3,323.489,42,0.13,313,0
"2408","Middle East",78.6,60.9985,94,0.05,60927,0
"2409","South America",66.4,212.2145,84,0.19,2314,0
"2410","Asia",66.5,195.625,89,0.15,2140,0
"2411","Asia",64.7,209.685,27,0.17,603,0
"2412","Africa",56.7,413.0785,94,9.09,5838,0
"2413","Africa",49.4,387.5675,42,0.88,2090,0
"2414","Rest of Europe",70.5,222.907,98,0.2,5181,0
"2415","Middle East",72.8,125.8835,82,0.08,8174,0
"2416","Africa",51.9,300.923,83,3.12,552,0
"2417","Rest of Europe",80.1,76.195,88,0.08,41929,1
"2418","European Union",72.9,193.3095,95,0.08,10700,1
"2419","Asia",81.7,57.001,96,0.1,50714,0
"2420","Africa",60.6,286.1745,79,2.03,6635,0
"2421","Central America and Caribbean",73,181.47,98,0.37,4734,0
"2422","Asia",68.6,223.7235,44,0.02,718,0
"2423","Oceania",65.3,179.2125,80,0.17,2949,0
"2424","European Union",80.5,66.1935,60,0.08,44891,1
"2425","North America",75.2,124.359,98,0.15,8801,0
"2426","Africa",51.3,289.5665,72,0.38,418,0
"2427","Africa",49.9,459.807,95,15.74,3513,0
"2428","European Union",79.3,60.357,85,0.08,17653,1
"2429","Africa",55.6,329.7845,46,4.42,13841,0
"2430","Rest of Europe",76,114.563,90,0.03,5982,0
"2431","Middle East",72.1,159.176,84,0.13,1701,0
"2432","Africa",52.5,325.874,57,1.16,655,0
"2433","Central America and Caribbean",78.5,90.569,97,0.16,7379,0
"2434","South America",74.1,134.5355,73,0.15,9630,0
"2435","Rest of Europe",80.3,69.5825,88,0.03,74190,1
"2436","Central America and Caribbean",78.5,102.8345,87,0.33,16505,0
"2437","Africa",60.6,272.418,97,1.22,554,0
"2438","Asia",66.4,162.2605,75,0.01,687,0
"2439","Oceania",67.7,157.265,83,0.09,1271,0
"2440","Rest of Europe",73.2,118.556,74,0.08,3301,0
"2441","Oceania",69.8,151.8725,99,0.17,3899,0
"2442","Middle East",73.8,78.3145,99,0.13,41171,0
"2443","Rest of Europe",82.5,55.359,88,0.05,52952,1
"2444","European Union",78.6,80.4475,91,0.04,19997,1
"2445","Africa",49.9,436.671,76,3.5,353,0
"2446","European Union",78.3,80.574,88,0.06,40914,1
"2447","Central America and Caribbean",74,135.5585,96,0.56,4888,0
"2448","Africa",65.4,200.5,91,0.14,1146,0
"2449","Africa",59.9,271.709,88,0.72,571,0
"2450","Africa",71,143.011,93,0.05,10392,0
"2451","South America",71.9,158.8465,92,0.16,4049,0
"2452","Middle East",73.7,120.151,80,0.13,1353,0
"2453","European Union",82,52.6155,90,0.08,23286,1
"2454","Oceania",69.8,153.4715,85,0.17,4020,0
"2455","Central America and Caribbean",70.2,188.848,76,0.4,13552,0
"2456","South America",75,126.9785,90,0.15,13311,0
"2457","European Union",79.9,87.05,88,0.08,43564,1
"2458","European Union",80.2,75.851,96,0.09,26146,1
"2459","Rest of Europe",77.7,88.0225,88,0.08,39229,1
"2460","European Union",81.8,66.6085,94,0.1,105339,1
"2461","Africa",64.7,227.7835,74,0.2,463,0
"2462","Asia",66,245.3935,98,0.02,2411,0
"2463","Oceania",80.5,67.92,95,0.05,49439,1
"2464","Africa",70.7,135.8385,96,0.27,2922,0
"2465","Rest of Europe",72.7,158.8825,91,0.14,3903,0
"2466","Asia",72.2,152.664,86,0.02,1880,0
"2467","Middle East",75.5,75.8375,98,0.05,22069,0
"2468","South America",73.1,156.506,69,0.22,4299,0
"2469","European Union",77.6,116.351,91,0.08,17402,1
"2470","Africa",71.1,136.2,81,0.01,3163,0
"2471","Central America and Caribbean",70.8,200.807,98,0.25,3364,0
"2472","Asia",66.9,197.405,97,0.08,4811,0
"2473","Asia",73.3,165.9995,98,0.27,4884,0
"2474","Africa",73.1,159.664,99,3.5,12702,0
"2475","Asia",70,212.0515,99,0.13,2613,0
"2476","Central America and Caribbean",78.3,94.886,96,0.15,6759,0
"2477","European Union",81.6,64.95,97,0.09,25703,1
"2478","North America",74.9,113.631,82,0.16,9283,0
"2479","Middle East",73.5,112.6595,99,0.1,5255,0
"2480","Africa",73.2,111.903,94,0.01,2881,0
"2481","European Union",72.1,153.633,96,0.02,4519,1
"2482","European Union",72.7,184.2685,95,0.08,16155,1
"2483","Africa",60.8,296.2345,70,1.99,2408,0
"2484","Asia",62.9,218.9925,67,0.27,781,0
"2485","Asia",66.6,191.3535,64,0.19,2035,0
"2486","Africa",58.4,275.624,63,0.71,750,0
"2487","Asia",61.6,245.3,68,0.02,512,0
"2488","South America",74.7,138.1625,93,0.17,5281,0
"2489","Middle East",72.9,119.304,98,0.13,4679,0
"2490","European Union",78.4,94.1855,97,0.18,19501,1
"2491","Africa",56.6,274.1415,87,1.59,584,0
"2492","Africa",56.5,326.7455,94,0.59,308,0
"2493","Central America and Caribbean",64,211.171,70,0.75,1154,0
"2494","European Union",80.2,80.8845,97,0.08,39778,1
"2495","Asia",63.7,182.265,65,0.13,1129,0
"2496","Asia",70.6,199.7365,75,0.1,3001,0
"2497","European Union",77.6,113.623,96,0.08,12059,1
"2498","Rest of Europe",71.2,174.0635,54,0.12,2897,0
"2499","Oceania",66.5,202.2175,99,0.06,4532,0
"2500","European Union",74.5,167.375,94,0.09,13850,1
"2501","Africa",50.9,497.9455,83,8.45,3681,0
"2502","Africa",53,334.038,42,0.13,250,0
"2503","Central America and Caribbean",70.4,188.8115,85,0.16,3574,0
"2504","Africa",57.4,277.445,74,0.49,418,0
"2505","Oceania",78.7,82.092,90,0.02,31745,1
"2506","Asia",65,172.1295,78,0.13,1246,0
"2507","Asia",81.6,70.123,83,0.17,31416,1
"2508","Asia",74.8,131.235,88,0.17,2016,0
"2509","Africa",59.6,293.293,52,0.44,391,0
